user_id,prediction_timestamp,search_count,view_count,wishlist_count,cart_count,purchase_count_before_prediction,total_event_count,activity_days,recency_hours,distinct_products_viewed,distinct_categories_interacted,average_interacted_product_price,average_carted_product_price,purchased_within_7_days
142,2026-03-31,1,2,0,1,1.0,5,1,290.75550143361113,2,2,7399.0,6999.0,0
145,2026-03-31,2,3,1,1,,7,2,105.55676073416666,1,1,8999.0,8999.0,0
146,2026-03-31,1,1,1,1,1.0,5,1,213.84515798055557,1,1,4999.0,4999.0,0
152,2026-03-31,1,2,0,0,,3,1,72.67062947888888,2,2,6332.333333333333,0.0,0
154,2026-03-31,1,2,1,0,,4,1,277.9780188938889,1,1,6999.0,0.0,0
155,2026-03-31,2,2,0,0,,4,2,33.23662178722223,2,2,5999.0,0.0,0
161,2026-03-31,1,1,0,0,,2,1,66.7385661025,1,1,4999.0,0.0,0
163,2026-03-31,1,2,0,0,,3,1,111.16115890472221,1,1,8999.0,0.0,0
164,2026-03-31,2,4,1,2,2.0,11,1,62.82292568583333,1,1,6999.0,6999.0,0
166,2026-03-31,2,5,1,2,2.0,12,2,10.755769879999999,2,2,7165.666666666667,6999.0,0
170,2026-03-31,1,3,0,0,,4,1,213.52584310333333,2,1,10999.0,0.0,0
175,2026-03-31,2,6,1,0,,9,2,210.66748510027776,2,1,11665.666666666666,0.0,0
177,2026-03-31,2,5,0,0,,7,2,137.67514548388888,1,1,4999.0,0.0,0
180,2026-03-31,1,3,0,0,,4,2,23.983839414722222,1,1,4999.0,0.0,0
184,2026-03-31,1,1,0,0,,2,1,278.4355358975,1,1,4999.0,0.0,0
185,2026-03-31,1,2,0,0,,3,1,168.9690072736111,1,1,8999.0,0.0,0
186,2026-03-31,1,1,1,0,,3,1,303.11703644777776,1,1,6999.0,0.0,0
190,2026-03-31,1,2,0,0,,3,1,3.2094938766666665,2,2,7665.666666666667,0.0,0
191,2026-03-31,1,3,0,0,,4,1,33.16561758694444,1,1,6999.0,0.0,0
193,2026-03-31,2,4,1,0,,7,1,264.62873126166664,3,2,8999.0,0.0,0
195,2026-03-31,1,3,0,0,,4,1,185.52810155555554,1,1,4999.0,0.0,0
196,2026-03-31,1,1,1,0,,3,1,124.51705787888888,1,1,6999.0,0.0,0
197,2026-03-31,1,2,1,0,,4,1,152.83256226777777,1,1,8999.0,0.0,0
199,2026-03-31,1,3,0,1,,5,1,114.54571173666666,2,2,8199.0,6999.0,0
201,2026-03-31,1,2,1,0,,4,1,26.69033924388889,2,2,8499.0,0.0,0
206,2026-03-31,2,3,2,1,1.0,9,1,284.49026460694444,1,1,6999.0,6999.0,0
207,2026-03-31,1,2,0,0,,3,1,41.62172837777778,1,1,8999.0,0.0,0
208,2026-03-31,1,1,0,0,,2,1,303.7629987822222,1,1,12999.0,0.0,0
212,2026-03-31,3,7,1,0,,11,3,52.50469021972222,2,1,10817.181818181818,0.0,0
213,2026-03-31,1,2,0,0,,3,1,30.90920277972222,1,1,8999.0,0.0,0
215,2026-03-31,1,2,0,0,,3,1,48.61512018777778,2,1,10332.333333333334,0.0,0
216,2026-03-31,2,5,0,2,1.0,10,2,32.849097885,2,2,7599.0,7999.0,0
220,2026-03-31,1,3,0,0,,4,1,264.02130154055556,2,1,10999.0,0.0,0
221,2026-03-31,1,1,1,1,1.0,5,1,121.47121585916666,1,1,8999.0,8999.0,0
222,2026-03-31,1,3,0,0,,4,1,248.65549543666665,1,1,6999.0,0.0,0
223,2026-03-31,1,1,0,1,,3,1,314.9779093202778,1,1,6999.0,6999.0,0
224,2026-03-31,1,1,0,1,1.0,4,1,126.92599895222223,1,1,6999.0,6999.0,1
227,2026-03-31,1,2,1,0,,4,1,125.48491523694445,2,2,7999.0,0.0,0
228,2026-03-31,2,4,1,1,,8,2,13.381599793055555,2,2,7249.0,6999.0,0
231,2026-03-31,1,1,0,0,,2,1,189.3172991988889,1,1,4999.0,0.0,0
234,2026-03-31,1,2,1,0,,4,1,43.256209166388885,2,2,7499.0,0.0,0
235,2026-03-31,1,3,0,1,,5,1,30.91200680972222,2,1,12199.0,12999.0,0
237,2026-03-31,2,4,1,0,,7,2,213.71727509055555,1,1,4999.0,0.0,0
239,2026-03-31,1,2,1,0,,4,1,271.235281315,2,1,11999.0,0.0,0
243,2026-03-31,3,3,1,0,,7,3,222.4770194575,2,2,8427.57142857143,0.0,0
247,2026-03-31,1,1,0,0,,2,1,57.58691526583333,1,1,12999.0,0.0,0
248,2026-03-31,1,3,1,0,,5,2,287.75719485222226,2,1,9799.0,0.0,0
252,2026-03-31,2,4,0,0,,6,2,78.79517176777777,2,2,7665.666666666667,0.0,0
258,2026-03-31,3,5,0,0,,8,3,70.93630936805556,1,1,6999.0,0.0,0
259,2026-03-31,1,2,1,1,,5,1,97.92386107,1,1,6999.0,6999.0,0
261,2026-03-31,1,1,0,0,,2,1,300.6996457763889,1,1,8999.0,0.0,0
263,2026-03-31,2,5,1,0,,8,2,169.4903991263889,1,1,6999.0,0.0,0
268,2026-03-31,3,7,0,3,2.0,15,2,28.637267395833334,3,3,6599.0,6332.333333333333,0
269,2026-03-31,1,1,1,0,,3,1,35.934560510833336,1,1,12999.0,0.0,0
272,2026-03-31,1,3,0,0,,4,1,291.8706000877778,1,1,4999.0,0.0,0
276,2026-03-31,3,5,0,0,,8,3,26.98324822388889,3,2,8249.0,0.0,0
279,2026-03-31,1,3,0,0,,4,1,42.181835312500006,2,1,10999.0,0.0,0
280,2026-03-31,2,5,2,0,,9,1,218.5182687616667,3,3,6554.555555555556,0.0,0
281,2026-03-31,1,3,1,0,,5,1,250.59916797861112,1,1,8999.0,0.0,0
282,2026-03-31,1,3,1,0,,5,1,231.73125987,2,1,12199.0,0.0,0
285,2026-03-31,2,2,2,2,1.0,9,2,46.323897612222225,2,1,10776.777777777777,10999.0,1
286,2026-03-31,1,1,0,0,,2,1,224.43430237694443,1,1,6999.0,0.0,0
288,2026-03-31,2,4,0,2,2.0,10,2,126.12256466805555,2,1,9799.0,8999.0,1
290,2026-03-31,1,2,0,0,,3,1,142.3978211425,2,2,10999.0,0.0,0
291,2026-03-31,2,4,0,0,,6,2,9.958326503611111,3,2,9665.666666666666,0.0,0
295,2026-03-31,2,4,0,0,,6,2,183.6752035925,2,1,10999.0,0.0,0
296,2026-03-31,2,6,0,0,,8,2,26.807440351944443,2,2,5499.0,0.0,0
299,2026-03-31,1,1,1,1,,4,1,102.08692196166666,1,1,6999.0,6999.0,0
304,2026-03-31,2,3,0,0,,5,2,80.99506293333333,2,2,5399.0,0.0,0
307,2026-03-31,1,1,0,0,,2,1,60.70621879527778,1,1,8999.0,0.0,0
308,2026-03-31,2,4,0,0,,6,2,173.21233969666665,2,2,7665.666666666667,0.0,0
311,2026-03-31,1,3,1,0,,5,1,281.8975361575,1,1,4999.0,0.0,0
312,2026-03-31,1,3,0,0,,4,1,0.4167534522222222,2,2,6999.0,0.0,0
313,2026-03-31,5,11,3,1,,20,5,62.094361345277775,2,2,5199.0,4999.0,0
318,2026-03-31,1,2,0,0,,3,1,221.50977568194446,1,1,6999.0,0.0,0
319,2026-03-31,2,6,2,0,,10,3,197.7098507063889,2,2,7599.0,0.0,0
321,2026-03-31,1,2,0,0,,3,1,25.947300949722223,1,1,4999.0,0.0,0
323,2026-03-31,2,2,1,2,1.0,8,2,154.90654710416666,2,2,9999.0,9999.0,0
327,2026-03-31,1,2,0,1,,4,1,212.44325958333334,1,1,4999.0,4999.0,0
329,2026-03-31,1,1,0,0,,2,1,174.96708644972222,1,1,6999.0,0.0,0
332,2026-03-31,1,2,1,0,,4,1,97.40293064527778,1,1,4999.0,0.0,0
334,2026-03-31,1,3,0,0,,4,1,8.224210114444444,2,2,7499.0,0.0,0
335,2026-03-31,1,2,0,0,,3,1,13.732896963888889,1,1,6999.0,0.0,0
337,2026-03-31,1,1,0,0,,2,1,33.98061382888889,1,1,6999.0,0.0,0
338,2026-03-31,2,5,0,0,,7,2,154.16577138694444,1,1,6999.0,0.0,0
340,2026-03-31,2,3,1,1,,7,2,92.21420996222221,1,1,4999.0,4999.0,0
347,2026-03-31,1,3,0,0,,4,1,279.8907722575,1,1,4999.0,0.0,0
357,2026-03-31,1,3,0,0,,4,1,22.733290648055554,2,2,10999.0,0.0,0
358,2026-03-31,2,3,2,0,,7,2,231.53574592083334,2,2,5570.428571428572,0.0,0
359,2026-03-31,1,3,0,1,,5,1,195.41938873972222,2,2,6599.0,4999.0,1
360,2026-03-31,2,4,1,2,1.0,10,2,229.17312032611113,2,1,10599.0,10999.0,0
361,2026-03-31,1,2,1,1,,5,1,229.95670608499998,2,1,12199.0,12999.0,0
362,2026-03-31,2,5,1,1,,9,2,98.627573485,2,2,7665.666666666667,6999.0,0
363,2026-03-31,1,1,0,1,,3,1,258.51838648277777,1,1,4999.0,4999.0,1
365,2026-03-31,1,2,0,0,,3,1,287.2912083605556,2,1,11665.666666666666,0.0,0
370,2026-03-31,1,3,1,0,,5,1,250.01199751305555,1,1,4999.0,0.0,0
371,2026-03-31,1,3,0,0,,4,1,1.8487380847222223,2,1,9999.0,0.0,0
372,2026-03-31,1,1,1,1,1.0,5,1,299.32115015694444,1,1,4999.0,4999.0,0
373,2026-03-31,2,4,0,0,,6,2,67.56382310527778,2,2,7999.0,0.0,0
376,2026-03-31,2,6,1,0,,9,2,69.65662793055556,2,2,5443.444444444444,0.0,0
378,2026-03-31,1,3,0,0,,4,1,46.54590106944445,2,2,6999.0,0.0,0
380,2026-03-31,1,2,1,1,1.0,6,1,93.66919815722223,1,1,4999.0,4999.0,1
386,2026-03-31,1,1,0,0,,2,1,189.99328254583332,1,1,12999.0,0.0,0
388,2026-03-31,1,3,1,0,,5,1,203.11310437944442,2,2,7399.0,0.0,0
389,2026-03-31,4,9,1,1,,15,2,78.19538993333333,2,2,7132.333333333333,6999.0,0
391,2026-03-31,1,1,0,0,,2,1,276.9410936541667,1,1,8999.0,0.0,0
392,2026-03-31,1,2,0,0,,3,1,171.91531112083334,2,2,8332.333333333334,0.0,0
393,2026-03-31,1,2,0,0,,3,1,106.63813588527778,1,1,12999.0,0.0,0
394,2026-03-31,1,2,0,0,,3,1,54.080873284166664,1,1,6999.0,0.0,0
396,2026-03-31,1,2,1,0,,4,1,51.40760407916666,1,1,4999.0,0.0,0
399,2026-03-31,1,2,0,0,,3,1,215.09002930083335,1,1,6999.0,0.0,0
400,2026-03-31,1,2,0,0,,3,1,65.68917386416666,1,1,4999.0,0.0,0
402,2026-03-31,1,3,1,1,,6,1,240.46522369027778,2,1,9665.666666666666,8999.0,0
404,2026-03-31,1,2,1,1,1.0,6,1,279.2180046077778,1,1,6999.0,6999.0,0
406,2026-03-31,2,4,0,0,,6,2,249.34198943444443,1,1,6999.0,0.0,0
412,2026-03-31,1,3,0,0,,4,1,120.87281992000001,3,3,7499.0,0.0,0
415,2026-03-31,1,3,0,0,,4,1,220.01456801055556,2,2,6999.0,0.0,0
417,2026-03-31,1,2,0,0,,3,1,137.71769475388888,2,2,7665.666666666667,0.0,0
419,2026-03-31,1,2,1,0,,4,1,185.42180276888888,2,1,9999.0,0.0,0
420,2026-03-31,1,1,0,0,,2,1,280.99086435861113,1,1,8999.0,0.0,0
421,2026-03-31,1,2,0,0,,3,1,37.36934500527777,1,1,4999.0,0.0,0
425,2026-03-31,1,3,0,0,,4,1,49.16151767694445,2,2,5999.0,0.0,0
428,2026-03-31,1,3,0,1,,5,1,165.4657787838889,1,1,12999.0,12999.0,0
